login_frequency,session_duration,app_visits,pages_viewed,cart_activity,email_open_rate,feature_usage_score,last_login_days,purchase_count,total_spend,avg_order_value,purchase_frequency,last_purchase_days,payment_failures,refund_count,subscription_status,churn,region_Europe,region_North America,region_South America,plan_type_Enterprise,plan_type_Pro,engagement_score,customer_value_score,friction_score,adoption_score
15,159.0,20,297,19,0.5066857908540028,8.17175413248572,58,8.0,2385.3433273317983,298.1679159164748,16,6,3,1,0,1,0,0,1,0,0,0.3425868127731482,40.287980252664504,4,7.061828970050476
43,282.0,41,474,3,0.8560010748931528,4.068699071162362,7,16.0,4508.513041062002,281.78206506637514,17,78,1,3,1,1,0,1,0,0,0,0.7077009257133481,80.90714339893874,4,6.7838485335771725
48,117.0,49,114,10,0.7499536818024078,8.24919654736528,4,18.0,183.3523377494596,10.186240986081089,19,81,0,5,1,0,0,0,1,0,0,0.6113306982872201,3.67743215095859,5,5.266882842820916
87,148.0,27,237,16,0.8051168513161777,4.047501062013692,4,33.0,1606.199087572139,48.67269962339815,11,18,3,4,1,0,0,0,1,1,0,0.665316257241723,18.650766123091987,7,4.398500030004842
70,280.0,49,256,6,0.1368451665863568,1.4988969004711046,40,1.0,2987.32288106548,2987.32288106548,16,20,1,5,1,1,0,0,1,1,0,0.8637647376777811,50.45529667015431,6,3.314578710756594
46,298.0,12,197,13,0.0697194258337294,5.9876888590431205,34,12.0,3027.96079160138,252.33006596678163,5,115,4,2,1,1,0,0,0,0,0,0.5583246291320825,15.981769686475156,6,4.967792325313144
43,221.0,7,92,10,0.8934047290879871,6.291120924053331,18,6.0,2405.829882780904,400.9716471301506,5,62,4,4,1,1,1,0,0,0,1,0.43833364702929917,12.698123171901909,8,4.067404149401415
21,281.0,3,195,8,0.3878342695710943,9.410862210596742,22,41.0,4080.171048665022,99.5163670406103,14,81,1,1,0,0,0,1,0,0,0,0.38515563111836404,60.29912661146617,2,6.659338920929633
23,75.0,10,261,12,0.2878796780696808,7.53455193456227,8,5.0,322.9836353581494,64.59672707162989,18,80,3,6,1,0,1,0,0,1,0,0.22940461884561264,6.137021428283488,9,6.382506428202978
80,257.0,34,364,17,0.7246962542618245,9.259953872449955,53,16.0,4079.2839502448783,254.9552468903049,8,40,3,2,1,1,0,0,1,1,0,0.789255120311021,34.44915231894762,5,8.277271525403334
47,151.0,25,247,10,0.8364155965798566,9.175124892187084,29,18.0,2478.823659774161,137.71242554300895,5,39,0,0,1,0,0,0,1,1,0,0.49446523111119384,13.083388970484197,0,7.062512345893142
15,56.0,35,369,14,0.8624896218983009,6.441166992324179,49,49.0,677.4658684342409,13.825834049678384,7,52,0,7,0,0,1,0,0,0,0,0.3310790658616745,5.005991132287082,7,6.917978285741247
25,210.0,16,193,18,0.3159971411252273,5.749858588028028,15,18.0,4429.652548566984,246.0918082537213,16,32,2,7,0,1,1,0,0,0,0,0.40967162582069416,74.81596144168299,9,4.808797029484956
36,157.0,2,293,0,0.852212391201674,6.016968704472399,32,1.0,3249.651609909408,3249.651609909408,14,108,0,2,0,0,1,0,0,0,0,0.3152245270257693,48.025230200384584,2,5.944356095723173
75,133.0,24,394,3,0.0409339443743453,9.80497726909523,1,19.0,826.0929772524551,43.47857775012921,5,73,3,6,1,0,0,0,1,0,0,0.5834138945940188,4.360171287119278,9,8.850384426130782
51,10.0,10,435,13,0.0496614914597188,7.95850922572263,13,8.0,177.91211976114278,22.239014970142847,9,27,2,8,0,0,0,0,1,1,0,0.27731854067257794,1.6902566752565382,10,8.337972047731055
15,256.0,38,219,13,0.6235191951741544,1.9563931431315624,45,3.0,714.1371451799199,238.0457150599733,4,110,0,7,1,1,0,1,0,1,0,0.5501153091215203,3.0154090265577924,7,3.172585349120891
68,137.0,22,313,2,0.0631063691155462,8.005855661032598,0,25.0,3047.901821300164,121.91607285200656,4,52,1,2,1,1,0,1,0,1,0,0.5468995462784283,12.869615767843795,3,7.139200375606479
21,200.0,26,305,16,0.3246091685101615,2.534842440084033,25,5.0,904.6882139476418,180.93764278952835,16,97,4,1,0,1,0,0,1,1,0,0.4447010546389428,15.28000622833236,5,4.323533444490914
13,76.0,43,106,2,0.672755986246924,5.026154941050631,57,40.0,1136.5577436263902,28.41394359065976,17,63,0,9,0,0,1,0,0,0,1,0.3920447392497082,20.396001854104433,9,3.5752017190223095
86,13.0,39,456,15,0.3372668960542263,2.8941370495888084,24,19.0,135.44723152400775,7.128801659158302,15,74,0,6,1,0,1,0,0,0,1,0.5992937359396987,2.1446973140057177,6,6.0162068013475105
19,152.0,27,469,13,0.1795997814400959,7.206247589799068,15,18.0,3617.424054470632,200.96800302614625,4,63,1,6,1,0,0,1,0,1,0,0.39458216042066974,15.274395430012067,7,8.302522592494725
34,200.0,29,465,19,0.2813506218538416,8.89578762573732,14,31.0,4053.718354799591,130.76510821934164,6,17,3,8,1,1,0,0,1,1,0,0.5155936541029709,25.674940032224626,11,9.107212450143209
78,30.0,47,481,12,0.4575753322504318,3.6132569683001288,25,33.0,3986.272402092896,120.7961333967544,16,113,1,4,1,1,0,1,0,0,0,0.6330069516404919,67.32735785959292,5,6.626267762707178
68,236.0,38,217,14,0.4753858553554824,1.738096670873689,46,0.0,646.5650753077783,13.756703729952733,4,49,0,3,1,0,0,1,0,0,0,0.7441898336308275,2.730089279768379,3,3.043397032831634
52,151.0,20,379,13,0.783000231347202,3.6864378826746695,43,18.0,4517.472625669909,250.97070142610605,6,100,3,7,0,1,0,0,0,0,0,0.4840550064152549,28.612209485142042,10,5.640814131718096
27,151.0,27,397,18,0.7501532294315125,7.051256721389749,15,39.0,3364.6713590756594,86.27362459168357,5,81,2,3,1,0,0,0,0,1,0,0.42590204826229666,17.758949481967274,5,7.503584272518522
29,48.0,41,431,5,0.4568178045561352,3.9588411479900496,13,16.0,4488.667825660554,280.5417391037846,16,82,0,3,0,0,0,0,0,0,1,0.41635266045203934,75.81271787959619,3,6.298057848544123
28,261.0,20,420,9,0.8456673490987714,3.5030095079842307,28,16.0,2241.330917608011,140.0831823505007,16,116,1,1,0,1,1,0,0,0,0,0.4974532024221465,37.85563894036354,2,5.95992158765945
35,216.0,44,146,14,0.1142371385913958,2.6599167152583845,23,47.0,2190.404756807652,46.604356527822375,10,23,2,0,1,1,0,0,1,0,1,0.6275243045429381,23.122191304825858,2,2.792884209332599
8,219.0,19,376,19,0.2553533502289015,5.477647841869902,46,38.0,3924.837228237627,103.28519021677968,9,98,4,3,0,1,0,0,1,0,1,0.3683822044070491,37.28797303539815,7,6.506358991075231
16,124.0,20,409,5,0.8279764635022515,3.4835394534146884,54,41.0,475.55629882895016,11.598934117779272,4,72,2,6,1,1,0,0,1,0,0,0.3115101599573649,2.0080131187741954,8,5.8399661194929156
36,234.0,35,193,9,0.3779940386261531,7.579093142255348,14,7.0,2609.16144280808,372.7373489725828,14,13,1,8,1,1,0,0,1,0,0,0.594522868435912,38.559696226734545,9,5.723414306598616
30,143.0,47,85,6,0.9811815587938422,1.6896016179298243,18,14.0,4183.557335799816,298.8255239857012,4,23,2,8,1,1,0,0,0,0,1,0.5524454841225027,17.664865409450975,10,1.6965042157785395
18,260.0,2,296,16,0.4662532815278354,6.9762972980018585,7,43.0,4152.660889717161,96.5735090631898,12,57,1,9,1,1,1,0,0,0,1,0.3458417359038477,52.60322004927437,10,6.4540805127283845
2,228.0,30,481,17,0.7919356229637641,3.138040131109929,33,48.0,4781.102953148421,99.60631152392544,10,62,0,0,0,1,1,0,0,0,1,0.4205168192745833,50.46993108793427,0,6.388659344112078
49,100.0,34,384,16,0.4023070413823719,5.403513349464428,1,25.0,3494.380241717427,139.77520966869707,4,54,3,4,0,0,0,0,0,0,1,0.5064775114464556,14.754848972945162,7,6.549452065513777
77,55.0,22,151,8,0.4249535190624304,3.574809298281345,26,32.0,1046.7754409042443,32.71173252825764,18,20,4,6,1,1,1,0,0,1,0,0.5009889351504259,19.889810529585255,10,3.3004307012448812
4,47.0,3,246,9,0.3828831472841835,7.504918084097161,9,38.0,111.1987713239583,2.9262834558936395,13,86,3,6,0,0,0,0,0,0,1,0.08168615373584318,1.525976891736594,9,6.21738890176802
90,151.0,6,34,9,0.7190756205108118,9.50776336226473,34,22.0,2402.2848351492385,109.19476523405628,13,111,3,9,1,0,0,0,1,0,1,0.5518760742363227,32.96647168094357,12,5.094563043857816
89,109.0,15,299,6,0.5475178840599945,9.25369101522832,22,0.0,2573.3822894565524,160.83639309103452,14,52,3,5,0,0,0,0,0,1,0,0.5607972427848205,38.03093121363522,8,7.6228374915820964
94,199.0,27,76,15,0.9437781113683692,6.25083593629682,48,29.0,1208.910296649668,41.68656195343683,18,23,1,9,1,0,0,0,1,0,0,0.7447696540864243,22.970539628686375,10,3.8869410142405947
75,44.0,10,259,17,0.2508903165341047,5.1634927293128055,7,16.0,632.24026114678,39.51501632167375,1,105,1,3,1,1,0,0,1,0,0,0.40840195001685686,0.6674008638547088,4,5.176936745417926
7,156.0,9,417,5,0.1005627320834443,8.364704584954437,27,0.0,2935.17874929064,244.5982291075533,16,35,4,2,1,0,0,1,0,0,0,0.2399066082295896,49.57459252699561,6,8.360709005904072
95,39.0,33,127,19,0.3932614850992152,7.149937263649569,22,17.0,3823.635813380465,224.91975372826263,15,67,1,8,1,0,0,0,0,0,1,0.6250096349475232,60.54417920856229,9,4.847513722005145
74,93.0,32,499,0,0.616712707646776,2.652077027952396,3,37.0,4965.838976914901,134.21186424094327,5,34,1,9,1,0,0,1,0,0,1,0.5882193031261355,26.210014029674127,10,6.326038513976198
39,290.0,48,82,0,0.860798936915495,8.388272922517002,13,0.0,3793.930059880488,140.51592814372177,6,33,1,3,0,1,0,0,0,0,1,0.7424232082617175,24.029525055324584,4,5.0157797478316475
13,279.0,6,291,11,0.3461968866803276,4.859959504552392,52,0.0,3970.225747135349,158.80902988541396,6,46,1,7,1,1,0,0,0,0,0,0.3691930567706965,25.146124878508935,8,5.345811415602849
31,163.0,41,413,1,0.6537867511244616,2.700870939740576,41,13.0,3086.1397823616994,237.39536787397688,3,81,0,0,0,1,0,1,0,0,0,0.5398180839174629,9.773305260512693,0,5.4887120229765
71,111.0,36,457,3,0.350198681023219,3.536176153568432,28,8.0,4929.7540682603885,616.2192585325486,16,45,4,6,1,0,0,1,0,0,0,0.618648087592187,83.26257787583492,10,6.347246393417483
63,224.0,2,369,16,0.6172195829944581,3.407743272235081,0,5.0,3203.3823617217063,640.6764723443413,12,19,1,5,1,0,0,0,0,0,0,0.4915395163842369,40.57837414388255,6,5.401266425696699
56,159.0,29,19,3,0.8848079470306509,5.672862771431141,3,12.0,4302.663899134524,358.55532492787705,4,94,4,0,1,1,1,0,0,0,1,0.5633454192460404,18.167787024193856,4,3.0268121472386165
42,92.0,4,220,10,0.231357642259409,3.10933081610088,31,41.0,4729.465384742369,115.352814262009,1,87,2,3,1,1,0,0,1,0,0,0.28649445792302936,4.992483834583263,5,3.7590742256857106
61,119.0,1,332,3,0.4042416421070391,2.1120983866141856,32,3.0,4649.993917497799,1549.9979724992663,4,15,0,4,1,0,0,1,0,0,0,0.3719850887552751,19.63437097047946,4,4.3827024999203195
42,284.0,19,161,0,0.9932651964297464,2.1132176555238464,48,35.0,1913.262565478949,54.66464472796997,1,78,1,7,1,1,0,0,1,1,0,0.5709733330851343,2.0196643071502853,8,2.669835280667735
56,210.0,26,14,6,0.8685570282494608,6.24948577425187,25,33.0,402.5236709881507,12.19768699964093,8,66,0,3,1,0,1,0,0,0,0,0.5961486408691378,3.399272868224913,3,3.2650234482481792
36,293.0,25,204,17,0.564639857896202,7.612833599644407,16,22.0,867.6497756708417,39.43862616685644,5,39,0,2,1,0,1,0,0,0,1,0.5924957030547093,4.579510712871447,2,5.850504976174909
84,182.0,10,451,8,0.5166275918542753,3.893797079545067,38,44.0,305.5242939290713,6.943733952933439,2,113,2,1,0,1,1,0,0,0,1,0.5832271248420318,0.6450306639030169,3,6.465936615924838
68,215.0,15,292,2,0.284600382304681,1.3118563883261536,22,9.0,535.9307047974088,59.54785608860098,12,18,4,3,1,0,0,1,0,0,0,0.5823032729865028,6.788823249552876,7,3.5817798975698905
7,72.0,22,473,7,0.5172094276935294,2.1450239824330968,31,41.0,931.4097170095512,22.717310170964662,17,70,0,9,1,1,1,0,0,0,1,0.23521750850943401,16.714535114110667,9,5.81199094913238
54,82.0,48,122,18,0.8481814982799472,9.232251043033514,51,18.0,1712.060639771135,95.11447998728526,7,59,3,3,1,0,0,1,0,1,0,0.5943336166938651,12.650910960931997,6,5.838570411296316
1,260.0,21,280,3,0.6851745132777806,5.441892936305077,14,29.0,2722.262836409628,93.87113228998716,11,32,2,9,0,0,1,0,0,1,0,0.39348139782922387,31.610208149356,11,5.5265576905974285
44,133.0,22,172,17,0.2900440281779866,5.0821552865365724,12,39.0,3561.293476181879,91.3152173379969,4,21,3,4,0,0,0,0,1,0,0,0.44591647138230983,15.037386819578883,7,4.264524537055861
45,130.0,36,469,19,0.2014639210535329,1.3424426047908182,59,27.0,1062.5274071714946,39.35286693227758,5,40,2,6,1,1,0,0,1,1,0,0.5326611276921837,5.60808724937345,8,5.3706200999905995
47,284.0,34,114,10,0.2652085369968291,7.557733200852092,1,36.0,3365.8867971483155,93.49685547634208,6,92,3,8,1,1,0,0,0,0,0,0.6830120879810321,21.318437569724065,11,4.921151169564323
13,129.0,30,190,13,0.1697592013928265,5.75261272838871,59,45.0,3524.252781767074,78.31672848371275,11,27,3,1,1,1,0,0,1,0,0,0.36563016004009796,40.92270684249279,4,4.780113979424816
22,173.0,25,53,17,0.0956406960237159,2.818728424778687,18,17.0,2797.5254609622853,164.5603212330756,1,2,0,4,1,0,0,0,0,0,0,0.41552870869641056,2.9531034703725,4,1.9404263366378405
21,295.0,45,291,15,0.419136174442055,1.9906638416295144,23,34.0,4519.053170295566,132.91332853810488,10,97,0,9,1,1,0,0,1,1,0,0.6563453110036961,47.70370023873608,9,3.9111635841414105
86,274.0,28,184,2,0.1132996043982677,4.450490772687987,44,0.0,563.8641214698351,12.257915684126852,11,80,2,8,0,1,0,1,0,0,0,0.793819706863185,6.54744354925074,10,4.0689327610934924
92,170.0,1,171,14,0.1719125577271043,8.534457677755231,23,3.0,893.8360734360732,297.9453578120244,17,39,4,2,1,1,0,0,1,0,0,0.5484081825696733,16.040260438417615,6,5.980655692585031
9,98.0,49,480,3,0.5473246843394861,8.78765103280922,10,5.0,2149.037473703529,429.8074947407059,8,86,0,0,1,0,0,0,0,0,1,0.43469139556096076,18.1484104008732,0,9.203444754881563
26,151.0,45,360,4,0.1645992736995747,6.425617423560728,58,14.0,642.296548818852,45.87832491563229,13,56,0,1,0,1,0,0,0,0,0,0.5320657258545457,8.814213317917838,1,6.82002314063808
9,212.0,4,443,16,0.0638797674309028,7.547827845071284,21,3.0,2835.817757183196,945.272585727732,18,107,1,5,1,0,1,0,0,0,0,0.27356246238233817,53.88345549842415,6,8.212791678046663
15,236.0,7,349,6,0.3173888500278852,2.036402086625833,14,23.0,1998.018328381028,86.87036210352294,16,111,0,4,1,0,0,1,0,0,0,0.3402525011220663,33.74613710149561,4,4.515195031288869
10,231.0,49,149,15,0.2203190986219675,6.293134589210694,9,39.0,1430.133014734233,36.67007730087777,2,13,4,0,1,0,0,0,1,0,0,0.5721766156548764,3.0193332127552606,4,4.6395532665492345
88,50.0,9,480,13,0.5153051879943767,7.002691331384636,40,30.0,858.2491669580099,28.608305565267,5,56,1,0,1,1,1,0,0,0,0,0.4608248204521497,4.5298937020508765,1,8.310964904169271
42,205.0,36,141,15,0.1023670845832093,2.80641558622413,26,45.0,1683.3378093575693,37.40750687461265,18,66,3,3,0,1,0,0,1,0,0,0.5957907516913729,31.98515056532733,6,2.8160334444146704
72,77.0,19,96,6,0.7517707876829781,8.92139259619233,59,23.0,3043.7171606533866,132.33552872406028,3,78,3,3,1,1,0,0,1,0,1,0.4844931466049479,9.638959682818442,6,5.422620145791556
24,273.0,1,185,8,0.9062335194351386,2.754970637689178,8,27.0,2883.168202338164,106.78400749400608,17,56,1,5,1,0,1,0,0,0,0,0.3770051894275497,51.73965364307489,6,3.2311927336742485
80,11.0,10,192,3,0.7434351739561944,3.8212962386180536,51,10.0,826.4837610490667,82.64837610490667,16,102,1,5,1,0,1,0,0,0,0,0.39549360232590053,13.959148380345948,6,3.8344958146998085
49,134.0,36,377,10,0.5328270374013943,6.585011623211127,27,25.0,633.3498555957607,25.333994223830427,6,105,1,9,0,0,1,0,0,1,0,0.5528361217802211,4.011432995236595,10,7.070060921826004
26,119.0,9,138,1,0.8606678217888851,6.745150586176577,0,13.0,143.1170454182739,11.009003493713378,19,28,2,5,1,0,1,0,0,0,0,0.2795505391778684,2.8704473072523577,7,4.755340824150413
91,95.0,45,255,11,0.6949183797815075,7.294462668886306,16,16.0,72.00371303172201,4.500232064482626,7,64,4,0,1,0,1,0,0,0,1,0.7385046975109087,0.5320562492124011,4,6.202341554884034
37,129.0,46,98,11,0.0105511224501898,2.008105417613851,30,41.0,4400.254074241229,107.3232701034446,18,71,4,9,0,0,0,0,1,0,0,0.5605590406832643,83.6093553580989,13,1.986016636662637
68,136.0,42,75,3,0.3940901527745031,8.645179869356998,43,34.0,234.9933914668957,6.911570337261638,14,82,3,8,1,0,1,0,0,0,0,0.6683451813886596,3.4728681949636355,11,5.074092940690523
50,264.0,32,167,17,0.8509518994068,5.795624190549339,9,37.0,3658.793338267499,98.88630643966214,6,64,3,6,1,0,0,1,0,0,0,0.6628215125109534,23.173612798999006,9,4.571158788661443
24,192.0,32,396,6,0.3458588579752693,5.241896146945615,36,22.0,4361.205630262336,198.2366195573789,8,56,3,6,1,1,0,0,0,0,0,0.48553020478486314,36.82995321817211,9,6.588883945216295
19,25.0,6,387,0,0.0352151735255235,9.829878620621589,28,17.0,499.30866432666335,29.37109790156844,15,41,0,6,1,0,1,0,0,0,0,0.13858598268536157,7.906148683824288,6,8.792694821332837
60,71.0,48,158,12,0.7461796385522723,7.663404672469178,17,23.0,2187.144104926758,95.09322195333728,15,119,3,1,1,1,1,0,0,0,0,0.6075392516386305,34.63165717306248,4,5.41486866889992
39,167.0,38,482,5,0.8020382702828686,2.062054239574374,46,36.0,4811.891886039641,133.66366350110113,15,100,1,1,1,0,0,0,1,0,0,0.557787347228341,76.19241447135757,2,5.8606864384244615
74,277.0,17,349,5,0.1605936950433085,7.808852505036167,37,49.0,4172.35191601269,85.15003910229979,16,41,3,5,1,1,1,0,0,0,0,0.6809979530476425,70.47020429864696,8,7.401420240494035
89,44.0,10,442,11,0.5373404968431812,1.8572404057558247,38,9.0,2453.623118970697,272.6247909967441,1,100,1,6,1,1,1,0,0,0,0,0.46496760658251346,2.590075782590436,7,5.357477918308774
18,276.0,27,125,7,0.1919554389957257,1.2472350626168636,48,2.0,3815.229852829849,1907.6149264149244,11,108,2,2,1,1,1,0,0,0,0,0.5149564720993293,44.30145692494818,4,1.8761225413284717
19,73.0,35,223,18,0.7192344190441468,4.632633057429074,5,32.0,4168.554345914003,130.26732330981258,5,4,0,3,1,0,0,0,1,0,0,0.36429753821058164,22.001895026758017,3,4.5507854665902885
36,59.0,21,478,4,0.2715504551774856,9.942203555372968,39,22.0,1746.6545463117093,79.39338846871406,5,57,0,2,1,0,1,0,0,0,1,0.33322329844068976,9.218953811560237,2,9.760680936003117
74,264.0,25,455,17,0.31621512256333,2.573955425753764,11,43.0,4461.843055181105,103.76379198095592,6,30,4,6,0,0,0,0,0,0,1,0.7169340666235076,28.259869790740886,10,5.846095949349828
97,158.0,28,490,4,0.8449708536401014,7.05379909174111,52,0.0,2357.661865189012,181.3586050145394,2,88,2,6,1,0,0,0,1,0,0,0.7218761914414089,4.977555724307623,8,8.436719185149112
55,285.0,47,381,9,0.4763223522069043,2.560564595855074,13,8.0,2643.758744158561,330.4698430198202,6,84,1,3,0,1,0,0,0,0,1,0.7959305015205635,16.744712206158276,4,5.097917568468619
69,151.0,15,303,0,0.6697544512182478,7.523082774625474,43,1.0,4998.541112730937,4998.541112730937,14,46,2,6,1,0,0,0,1,0,1,0.5221296302041644,73.87133035214256,8,6.797613531601314
47,210.0,4,262,9,0.4023730507224676,5.548183014140435,54,17.0,4218.081801099284,248.1224588881932,11,56,0,4,1,1,1,0,0,0,0,0.425091126954481,48.97926898918131,4,5.399342008072221
49,44.0,29,152,4,0.2980068571937554,7.119745390804386,9,12.0,1815.2323288071705,151.26936073393085,4,31,1,0,1,0,0,0,0,1,0,0.4196779755785967,7.664729368202276,1,5.0829187875865625
99,225.0,9,259,11,0.6254780604246614,2.825858583228112,53,4.0,61.62452639877274,15.406131599693184,9,88,2,9,0,1,0,0,1,1,0,0.6808545491775306,0.5854647072098902,11,4.008119672375579
98,74.0,27,375,6,0.1548575740788212,7.710654992684518,19,13.0,3134.6086282315346,241.12374063319496,3,7,0,3,0,0,0,1,0,0,0,0.6355132100473716,9.926798251665588,3,7.612842526402379
33,17.0,26,445,8,0.372999835566863,9.96057153660436,14,31.0,3522.527996379258,113.62993536707285,16,90,1,6,1,1,1,0,0,0,0,0.30957386299001205,59.494805939038365,7,9.439203603973523
21,85.0,19,472,11,0.2090370373859222,6.990854505633638,30,41.0,3257.5054238154644,79.45135180037718,11,77,1,1,0,1,0,0,1,1,0,0.2864592963971846,37.825305887902395,2,8.22488617065249
81,183.0,28,311,0,0.6957949669407455,5.441319982655899,6,7.0,4839.633132304433,691.3761617577762,4,54,0,1,1,0,0,1,0,0,1,0.682313338835078,20.435113242432262,1,5.836892456257809
22,56.0,17,34,10,0.9442088383461076,9.308565897573382,57,23.0,4316.2254263874,187.6619750603217,1,8,1,0,1,1,0,0,1,0,0,0.24915781251184976,4.556262476764101,1,4.994964311512142
48,24.0,43,286,14,0.9955109680158664,1.1426665800868867,40,24.0,2249.670148971436,93.73625620714316,16,55,0,1,0,1,0,1,0,0,0,0.4812849676203714,37.996486920041114,1,3.4370647529692953
37,156.0,41,481,1,0.4502768104415907,7.56931167357239,9,0.0,323.6588624871809,64.7317724974362,19,69,3,9,0,0,1,0,0,0,0,0.5570370967886495,6.491509851810178,12,8.604295115343309
15,35.0,42,386,19,0.2525303896364445,8.998718651324316,9,5.0,2385.5332598149644,477.1066519629929,16,44,3,7,0,0,0,0,0,0,0,0.352865974605105,40.2911881749973,10,8.367094796604041
35,102.0,20,387,6,0.4428293703843241,1.555071252588617,47,17.0,3449.327659610495,202.90162703591147,11,13,1,7,1,1,0,1,0,0,1,0.36620425812972396,40.052695807809215,8,4.655291137316352
92,241.0,45,398,11,0.8472694099627238,5.050577533741824,38,30.0,3042.471943052753,101.41573143509176,8,93,1,7,1,0,0,0,1,0,0,0.889033395865694,25.693376747175705,8,6.513264718774719
71,30.0,40,79,17,0.2060056785520398,2.84247508554999,27,9.0,2695.303967877316,299.47821865303507,1,20,0,0,1,0,1,0,0,0,0,0.5618669805005209,2.8451971616763694,0,2.2128207091076604
32,47.0,39,122,2,0.9520956516529238,6.098663490290471,29,6.0,2349.406600496054,391.5677667493424,9,78,1,0,1,1,0,1,0,0,1,0.41522563013246244,22.32057149738678,1,4.2717766349247945
11,285.0,49,372,6,0.341865768798151,6.845886627432945,36,25.0,1475.8717464066578,59.03486985626631,12,32,4,9,0,1,0,0,1,0,0,0.6303976217019696,18.69538792174867,13,7.150398223536111
10,166.0,23,121,10,0.9858036594503048,3.723608646358795,54,19.0,1393.9603410059,73.36633373715263,8,60,3,3,1,1,0,0,1,0,0,0.3477755508811409,11.771858174031191,6,3.0742291728787965
73,188.0,47,373,17,0.8386088875339622,5.139835027102907,2,16.0,2506.155079839752,156.63469248998447,17,50,1,5,1,0,0,0,1,0,1,0.7713333595321173,44.973996210691034,6,6.307392463451253
78,141.0,32,312,11,0.8085705341473903,3.514055367489036,49,21.0,811.4097006839486,38.63855717542612,10,27,1,7,1,1,0,1,0,1,0,0.6525414544048085,8.56534403858276,8,4.883280188754537
77,37.0,47,480,5,0.3179046737732836,4.324520480096024,42,2.0,1710.0202636382598,855.0101318191299,7,25,2,1,1,1,0,1,0,0,1,0.6359899589713254,12.635834031888605,3,6.971879478524965
57,269.0,33,461,4,0.0087772119479294,2.4358596101958123,14,10.0,1626.6565808033968,162.66565808033968,19,52,1,2,1,0,0,1,0,0,1,0.7022435121814004,32.62526827985541,3,5.837168282051814
25,85.0,46,100,0,0.3821329088259878,8.970034992270683,20,16.0,2939.7926799051625,183.73704249407265,6,68,4,5,1,0,0,0,0,0,0,0.4679270350077804,18.61969534079028,9,5.4870215041513735
